kab_kota,nama_tempat,rating,jumlah_ulasan,kategori,latitude,longitude
sintang,SAMBEL GLEDEK DAPUR & KOPI x PEMPEK RAJA,4.2,310.0,halal,0.0623944,111.4929355
sintang,RM. Pondok Indah,4.3,311.0,halal,0.064955,111.4894835
sintang,Lesehan Pasir Merah,4.5,34.0,halal,0.0579613,111.489583
sintang,Lalapan Terasi Ulek(Sintang),4.3,44.0,halal,0.0575045,111.4789427
sintang,Warung A&D,4.3,148.0,halal,0.0612898,111.4827933
sintang,Rumah Makan SAKATO,4.2,162.0,halal,0.0789196,111.4963762
sintang,Rumah Makan Sari Bundo,4.2,234.0,halal,0.0815752,111.4839895
sintang,Damoz Restoran dan Family Karoke,4.0,95.0,halal,0.0631516,111.4945032
sintang,AL-MANDHI Autenthic Arabian Taste,4.8,16.0,halal,0.0576108,111.4788205
sintang,Rumah Makan Mata Bola,4.0,167.0,halal,0.0656313,111.5153767
sintang,Pondok Rasa,4.5,26.0,halal,0.0708743,111.4763956
sintang,Dapur sambal sunda,4.9,10.0,halal,0.064767,111.4883563
sintang,Rm.Asro86,4.2,91.0,halal,0.0803372,111.4848171
sintang,Hermes Sky Garden,4.1,220.0,halal,0.0660548,111.4885252
sintang,Dapur Mamasye,4.5,32.0,halal,0.0659561,111.4879327
sintang,Rumah Makan 89,4.6,16.0,halal,0.080123,111.4848891
sintang,Waroeng DJ DWIPA Sintang,4.1,43.0,halal,0.0785842,111.4857173
sintang,Mugen Sushi & Coffee,4.3,58.0,halal,0.0655119,111.4949045
sintang,Warung Makan 889,4.9,10.0,halal,0.0798856,111.484973
sintang,RM. TENDA BIRU 2,4.2,239.0,halal,0.06309,111.4861138
sintang,PORTá Coffee and Burger Bar,4.8,121.0,halal,0.0646221,111.4900586
sintang,Rm Singkawang,4.2,86.0,halal,0.0804388,111.4827213
sintang,NOAH.EatDrink&Happy,4.6,47.0,halal,0.0623797,111.502708
sintang,Waroeng Joglo coffee,4.4,29.0,halal,0.073041,111.4983102
sintang,RM. Tenda Biru Cabang Sekadau,4.3,48.0,halal,0.0761959,111.4841873
sintang,Sugi Ramen,4.0,34.0,halal,0.0644527,111.4942938
sintang,Warung Bakso Urat Cak Pandu,4.3,226.0,halal,0.0636674,111.4941604
sintang,Tenda Biru,4.1,64.0,halal,0.0645635,111.4917003
sintang,Kedai Bakmie Sahang 86,4.6,30.0,non-halal,0.0625077,111.499138
sintang,Rm. HOKI BAN,4.7,40.0,halal,0.080155,111.484882
sintang,RM. Bu KUSS,4.2,91.0,halal,0.0682484,111.4957971
sintang,RM Siang Malam,4.3,56.0,halal,0.0712133,111.4824956
sintang,RM. SUKA MAJU,4.2,113.0,halal,0.0744859,111.479583
sintang,Warung Rose,4.4,27.0,halal,0.0632164,111.505649
sintang,Pondok Dahar Laras Roso,4.3,15.0,halal,0.0628492,111.4938456
sintang,SS Fried Chicken Sintang,4.6,45.0,halal,0.0618681,111.4845639
sintang,Thunder Fried Chicken Sintang,4.4,42.0,halal,0.0758237,111.4840797
sintang,Ayam Goreng Jogja,4.6,25.0,halal,0.0792448,111.483308
sintang,RM. Pradana Lamongan,4.1,18.0,halal,0.0667523,111.4956819
sintang,Bakmi Ahong Sintang,4.4,14.0,non-halal,0.066903,111.4754166
sintang,Bakso Arema,4.3,215.0,halal,0.0783682,111.4991234
sintang,Sake Family Karaoke,4.2,51.0,halal,0.0770367,111.5002415
sintang,Rm.Cak Amin LAMONGAN,4.1,62.0,halal,0.0646181,111.4907364
sintang,RM. Tenda Biru Star,4.4,25.0,halal,0.0660598,111.4883308
sintang,Hexa Grill,4.4,17.0,halal,0.064145,111.4903185
sintang,Rumah Makan CAK MAD,4.2,16.0,halal,0.0602594,111.4786652
sintang,RM.Happy Green.Vegetarian Food,4.5,81.0,halal,0.0807703,111.4799286
sintang,RM.TARI MINANG,4.2,45.0,halal,0.0635179,111.4930746
sintang,MAMO 'Coffee House',4.6,44.0,halal,0.0617692,111.5011298
sintang,Kedai Atjeh,4.3,103.0,halal,0.0647341,111.4885179
sintang,Ben's Burger,4.4,302.0,halal,0.0645748,111.4944276
sintang,Kedai Nnisa,4.1,55.0,halal,0.0729973,111.4739991
sintang,Jenggala Coffee & Whatever,4.8,17.0,halal,0.0825417,111.5365097
sintang,Nasi Lemak MakWa,4.3,20.0,halal,0.0710191,111.4835018
sintang,KEDAI & RM AMEN,4.4,14.0,halal,0.0626517,111.5040856
sintang,Sate Hot plate,4.1,65.0,halal,0.0644557,111.4893396
sintang,RM AL-BAROKAH (AYAM GEPREK MEREPEK),4.4,25.0,non-halal,0.0620402,111.4850292
sintang,Ayam Ketiga,4.2,41.0,halal,0.0645957,111.4898993
sintang,Rocket Chicken Baning Kota,4.2,60.0,halal,0.0620215,111.5014884
sintang,Depot Mbak Ida,4.0,23.0,non-halal,0.078662,111.4968588
sintang,Warung Timbul 2,4.1,19.0,halal,0.0644763,111.4892883
sintang,WR. Lamongan Rizqi,4.0,10.0,halal,0.0807992,111.4809513
sintang,Toko Pak Iwan Oleh Oleh Khas Sintang,4.3,23.0,halal,0.0786228,111.4976652
sintang,Ayam Geprek Queen Sintang,4.0,20.0,halal,0.0636349,111.5069123
sintang,Bakso lava dan sop buah,4.3,12.0,halal,0.0617444,111.4958104
sintang,Sudut Sintang,4.2,17.0,halal,-0.0429462,111.4850019
sintang,Ismia Fried Chicken,4.1,44.0,halal,0.065297,111.4778453
sintang,Warung Lalapan Cak Roy,4.6,16.0,halal,0.0644062,111.4914591
sintang,Warung Bakso Sapi Aji,4.6,87.0,halal,0.0788894,111.4856765
kapuas hulu,Rumah Makan Selera Nuan,4.3,64.0,halal,0.8633281,112.9244583
kapuas hulu,Fanhaus,4.6,63.0,halal,0.8816431,112.9246462
kapuas hulu,Cak Nawi Restaurant,4.4,59.0,halal,0.8708344,112.9227596
kapuas hulu,Apat Cap Cay,4.2,46.0,halal,0.8597013,112.9244961
kapuas hulu,Rumah Makan Citra Kasih,4.4,38.0,halal,0.8622375,112.9247879
kapuas hulu,Aming Coffee Putussibau,4.7,75.0,halal,0.8700165,112.9227202
kapuas hulu,kerupuk Basah DN,4.8,32.0,halal,0.8439426,112.9233408
kapuas hulu,Cafe Bunga,4.3,133.0,halal,0.8745637,112.9238061
kapuas hulu,Pondok Seafood 88,4.5,26.0,halal,0.8670768,112.9235628
kapuas hulu,AURACafe,4.6,48.0,halal,0.8824213,112.9292644
kapuas hulu,Cafe Sky Banana & karaoke,4.4,27.0,halal,0.8726908,112.9240661
kapuas hulu,RM Aban,4.5,75.0,halal,0.8867148,112.9280952
kapuas hulu,Imecca House Cafe & Resto,4.3,137.0,halal,0.8719191,112.9199017
kapuas hulu,Warung Makan Rica Rica,4.8,67.0,halal,0.8832677,112.9242812
kapuas hulu,Enjoys Cafe putussibau,4.1,287.0,halal,0.843765,112.9231932
kapuas hulu,Warung Caca N Alvin PUTUSSIBAU,4.3,29.0,halal,0.8389705,112.9322805
kapuas hulu,Income Cafe,4.1,98.0,halal,0.8556761,112.9151384
kapuas hulu,Pondok Meranti,4.0,114.0,halal,0.8649201,112.9237528
kapuas hulu,Dreams Cafe,4.1,169.0,halal,0.8639889,112.9244193
kapuas hulu,Rumah Makan Gigih,4.6,12.0,halal,0.852915,112.923647
kapuas hulu,Rumah Makan EDY,4.5,11.0,halal,0.8679092,112.9164347
kapuas hulu,RM Padang Alam Minang,4.2,61.0,halal,0.8739354,112.9238192
kapuas hulu,Warung Bubur Kak Ros,4.6,49.0,halal,0.8606677,112.9226769
kapuas hulu,Pondok ADN,4.3,102.0,halal,0.8377716,112.9263495
kapuas hulu,pondok puput,4.2,29.0,halal,0.8425293,112.9238418
kapuas hulu,Ruang Kertjah Kedai Kopi,4.7,34.0,halal,0.8702219,112.9227851
kapuas hulu,Rocket Chicken Putussibau,4.3,99.0,halal,0.8676564,112.9231549
kapuas hulu,Pondok penyet,4.6,16.0,halal,0.8696927,112.9239943
kapuas hulu,Rumah Makan Pondok Teteh Afifah Cihui,4.2,13.0,halal,0.8314907,112.9330574
kapuas hulu,Kopi dari hati Putussibau,4.3,35.0,halal,0.8715458,112.9227702
kapuas hulu,Lokale,4.5,42.0,halal,0.8725724,112.9230807
kapuas hulu,PONDOK ARINE,4.3,10.0,halal,0.8589698,112.9247305
kapuas hulu,Bakso Sapi 126 & HOYABEN,4.5,37.0,halal,0.8346971,112.9292423
kapuas hulu,JKT Food 77,4.7,16.0,halal,0.8887731,112.9308086
kapuas hulu,Salero Minang,4.4,17.0,halal,0.874406,112.9237667
kapuas hulu,Queen's cafe,4.2,13.0,halal,0.8515925,112.9231816
kapuas hulu,Rumah Makan Dua Putri,4.3,42.0,halal,0.8581345,112.9248108
kapuas hulu,Cafe Tia,4.0,48.0,halal,0.8728911,112.9234634
kapuas hulu,Kantin RSUD,4.0,11.0,halal,0.8687679,112.9231427
kapuas hulu,PENTOL KUAH BUDE,4.3,10.0,halal,0.859767,112.92852
kapuas hulu,Rm. Pakde Demak,4.1,15.0,halal,0.8591114,112.9245156
kapuas hulu,TELESKOPI,4.6,18.0,halal,0.8790334,112.9274729
kapuas hulu,Ayam Geprek Suroboyo,4.2,96.0,halal,0.8837652,112.9242946
kapuas hulu,BAKSO GAMA 17,4.5,24.0,halal,0.8819323,112.9288756
kapuas hulu,Noel Reload,4.1,21.0,halal,0.8807563,112.9281074
kapuas hulu,DC CarWash & R.M RIZQI,4.3,14.0,halal,0.8827595,112.9242732
kapuas hulu,Bakso dan Mie Ayam Pak Brewok,4.2,155.0,halal,0.8589707,112.9244767
kapuas hulu,Rocket Chicken Kedamin,4.0,10.0,halal,0.8341867,112.9309899
kapuas hulu,Nasi Goreng REPANSHAR,4.8,16.0,halal,0.8728836,112.9234607
kapuas hulu,pecel lele lamongan (pondok putri tunggal),4.0,37.0,halal,0.8354985,112.9285718
kapuas hulu,Wk.Tegam kopi,4.3,36.0,halal,0.8827155,112.9299447
sambas,Pondok Sambas,4.1,214.0,halal,1.3470926,109.2899484
sambas,KANTIN JAGA RASA,4.4,254.0,halal,1.3625544,109.3016964
sambas,Rumah Makan Aizen,4.1,99.0,halal,1.3609204,109.297192
sambas,RM Bundo Kanduang,4.3,184.0,halal,1.3574222,109.2955183
sambas,DIAN Endeus,4.6,71.0,halal,1.3612728,109.317964
sambas,Q Crab Resto Moeslim Seafood,4.3,146.0,halal,1.3573297,109.2950027
sambas,Kedai Nasi Indonesia M.Sattim,4.2,95.0,halal,1.3619695,109.3078185
sambas,Kantin Accik,4.1,254.0,halal,1.3602898,109.2968542
sambas,Naufal Cafe & Seafood,4.5,144.0,halal,1.362738,109.314671
sambas,Kampung Rawit,4.6,45.0,halal,1.3421098,109.2871843
sambas,King Resto Cafe Sambas,4.0,21.0,halal,1.3470349,109.2894209
sambas,Masakan Ajun Seafood Halal TVRI,4.5,18.0,halal,1.3607185,109.3004721
sambas,SENTOSA,4.4,25.0,halal,1.365623,109.3204504
sambas,Bakso 82 Sambas,4.1,24.0,halal,1.3673552,109.3040158
sambas,Selera Kartiasa,4.6,41.0,halal,1.3901763,109.2670303
sambas,Warung Makan Cahaya,4.2,22.0,halal,1.3641637,109.3009518
sambas,Mie Gosong Mak Nyah,4.3,88.0,halal,1.3599078,109.3076003
sambas,Pondok Allen's cuikis,5.0,11.0,halal,1.3693396,109.3103745
sambas,Cafe Damosa,4.6,14.0,halal,1.362182,109.3068409
sambas,Restaurant Pantura Jaya,4.6,17.0,halal,1.3576111,109.2948678
sambas,KANTIN ULAN 2,4.2,166.0,halal,1.3675826,109.3165357
sambas,Warung Makan Fung Ji,4.5,22.0,halal,1.3606519,109.3066173
sambas,Kuliner Ka'Ngah,4.6,13.0,halal,1.3597437,109.3150787
sambas,Rumah Makan Mitra,4.2,16.0,halal,1.3604726,109.3076415
sambas,Depot Sate Kambing Pak'E Lena,4.5,70.0,halal,1.3655561,109.3208541
sambas,Kantin Perahu,4.1,52.0,halal,1.3675597,109.3169159
sambas,RM. Danau Toba,4.5,12.0,halal,1.3596384,109.3077555
sambas,Warung Makme melayu,4.5,15.0,halal,1.3664781,109.3159381
sambas,Vegas Fried Chicken,4.3,192.0,halal,1.3619059,109.3056269
sambas,Kantin AR,4.0,10.0,halal,1.3623527,109.3147641
sambas,Roti Canai Abbasy,4.3,19.0,halal,1.3639753,109.3009471
sambas,Rumah Makan Siau Phin,4.2,83.0,halal,1.3611304,109.2968157
sambas,PENTOL KUAH & ICE BLANDER AISYANARA,4.5,10.0,halal,1.3656005,109.3004083
sambas,Batagor Siomay,4.1,16.0,halal,1.3626208,109.2984382
sambas,Bakso sapi77,4.3,12.0,halal,1.3612413,109.2975339
sambas,Rm Kitte Kartiase,4.4,168.0,halal,1.3889072,109.2711098
sambas,Kantin Bunda Rina,4.5,28.0,halal,1.3787233,109.278807
sambas,Rumah Makan Sumi,4.1,56.0,halal,1.2094641,109.1202389
sambas,Ayam Geprek,4.4,44.0,halal,1.359275,109.3190952
sambas,ROCKET CHICKEN PENDIDIKAN,4.5,14.0,halal,1.3681125,109.3100156
sambas,KEBAB HABIB SAMBAS,4.7,35.0,halal,1.3597543,109.3122629
sambas,Ayam gepuk Lmade,4.8,25.0,halal,1.3607407,109.3054221
sambas,Kuliner Seblak Bandung cabang sambas,4.5,11.0,halal,1.3656358,109.2998663
sambas,Bakmi Gosong (Jin Siong ) 100% Halal.,5.0,13.0,non-halal,1.3582705,109.3084378
sambas,Kantin Ela Dia,4.4,26.0,halal,1.3321817,109.29028
sambas,Rumah Makan 389,4.4,12.0,halal,1.347243,109.3027644
sambas,Warung Kopi @,4.3,13.0,halal,1.3624277,109.3040423
sambas,Warkop Enak sambas(aning),4.1,67.0,halal,1.361486,109.308261
sambas,Lapak teras long Yuni,4.5,10.0,halal,1.352661,109.3147907
ketapang,RM Bu Rakiman,4.3,677.0,halal,-1.8396554,109.9749785
ketapang,Rumah Makan Podomoro,4.4,320.0,halal,-1.8481643,109.9778885
ketapang,BAKMI_KL,4.8,76.0,non-halal,-1.8401273,109.977996
ketapang,Rumah ma,4.3,339.0,halal,-1.8391414,109.9709589
ketapang,Pontera Bistro Ketapang,4.3,377.0,halal,-1.8295044,110.0011601
ketapang,Kwecap Aheng,4.7,23.0,halal,-1.8530493,109.9702712
ketapang,Rm. Seafood 26,4.3,385.0,halal,-1.837341,109.9672931
ketapang,KAYONG KULINER,4.2,45.0,halal,-1.8495823,109.9708186
ketapang,EATN'GRILL,4.3,231.0,halal,-1.821725,109.9587119
ketapang,Hills Cafe,4.4,344.0,halal,-1.8436917,109.9756187
ketapang,Lamongan Nyusoul,4.1,360.0,halal,-1.8298347,109.9735239
ketapang,LOKANOA,4.4,244.0,halal,-1.8360712,109.9681963
ketapang,Dadar Beredar - Kalbar,4.4,86.0,non-halal,-1.8253834,109.9782738
ketapang,Warung Makan Dayak Pak Philip,5.0,100.0,non-halal,-1.8589338,109.9793961
ketapang,RESTORAN SEAFOOD 888,4.4,76.0,halal,-1.8511784,109.9782399
ketapang,RM. Segar Rasa,4.2,176.0,halal,-1.8340216,109.9785767
ketapang,Rumah Makan Pecal & Bakso Pak Rohim,4.1,15.0,halal,-1.8385972,110.4141221
ketapang,Amplang Sari Belidak,4.5,46.0,halal,-1.852126,109.9650298
ketapang,Bubur Pedas Mentari,4.3,65.0,halal,-1.8578523,109.9652606
ketapang,Sugih Bejo,4.5,58.0,halal,-1.5337787,110.5671976
ketapang,Rumah Makan Bunda,4.3,40.0,halal,-1.8300308,109.9787889
ketapang,Rumah Makan Barokah Adonai,4.8,18.0,non-halal,-1.573416,110.9209064
ketapang,Obic Amplang Ketapang,4.3,462.0,halal,-1.8522869,109.9650753
ketapang,Warung Makan UMI,4.3,202.0,halal,-1.8310172,109.9788367
ketapang,Warung Makan Ajun,4.1,11.0,halal,-1.8478234,109.9760539
ketapang,Rumah Makan Ketapang,4.7,605.0,halal,-6.1979229,105.8381807
ketapang,Jess N Jesse Cafe,4.1,10.0,halal,-1.8305708,109.972638
ketapang,RM.sumber rejeki,4.6,24.0,halal,-1.4826003,110.5625621
ketapang,Selera Kita Seafood,4.8,23.0,halal,-1.5311431,110.5669589
ketapang,𝗪𝗔𝗥𝗨𝗡𝗚 𝗠𝗔𝗞𝗔𝗡 𝗦𝗜𝗣𝗔 𝗣𝗨𝗧𝗥𝗜,4.5,13.0,halal,-1.5884773,110.8676817
ketapang,Rumah Makan Tiara 2,4.4,45.0,halal,-1.8427359,109.9737754
ketapang,Ayam Geprek Asli Jogja,4.2,120.0,halal,-1.8300016,109.9732681
ketapang,Oishiteru,4.2,39.0,halal,-1.851976,109.973562
ketapang,Tanah Kayong Coffee,4.5,79.0,halal,-1.8410049,109.9685958
ketapang,Pizza Hut Restoran,4.6,102.0,halal,-1.8367731,109.9673962
ketapang,Bakso Sabar Solo,4.3,138.0,halal,-1.8598007,109.9631389
ketapang,Sate Ayam Bu Isa,4.0,23.0,halal,-1.860632,109.9732206
ketapang,RUMAH MAKAN AJO MUNCUL LAGI,4.2,111.0,halal,-1.328423,110.463543
ketapang,KFC Ketapang Kalimantan,4.0,989.0,halal,-1.8328891,109.9683227
ketapang,RM Sido Mulyo,4.3,77.0,halal,-1.249336,110.529932
ketapang,LATANZA,4.6,37.0,halal,-1.5424567,110.5632081
ketapang,WarunK FB,4.6,22.0,halal,-1.5607474,110.4052357
ketapang,Bakso Urat Kuningan,4.4,23.0,halal,-1.8596823,109.9634356
ketapang,rumah makan pelang,4.7,11.0,halal,-1.9441414,110.0829115
ketapang,Rumah makan mas didik,4.1,37.0,halal,-1.2409611,110.5273401
ketapang,Warung makan Mbak Sun,4.5,27.0,non-halal,-1.4836237,110.5631736
ketapang,Rumah Makan Simpang,4.3,16.0,halal,-1.5577461,110.4093894
ketapang,KETAPANG BEACH&RESTO,4.8,88.0,halal,-6.1774866,105.844794
ketapang,Pelabuhan Speed Boat Mak Usu Sabar,4.4,17.0,non-halal,-1.5570891,110.4080248
ketapang,RM.FAMILY,4.6,14.0,halal,-1.5186207,110.5650555
ketapang,SS Fried Chicken Nanga Tayap,4.4,53.0,halal,-1.5286972,110.5672619
kayong utara,Rumah Makan Pondok Bakau,4.5,165.0,non-halal,-1.2434362,109.9509975
kayong utara,Rm. Oscar,4.3,208.0,halal,-1.3618975,110.0692039
kayong utara,Rumah Makan Rezeki,4.5,100.0,halal,-1.237517,109.9541224
kayong utara,Citra Lestari,4.1,49.0,halal,-1.2288963,109.9839609
kayong utara,RM.Sea Food 99,4.4,87.0,halal,-1.2450636,109.951168
kayong utara,warung pecal mba kiki.,4.2,72.0,halal,-1.2328771,109.9512419
kayong utara,RM. JITHO WAE,4.4,224.0,halal,-1.2056937,109.9700642
kayong utara,Warung Bu Kur,4.5,36.0,halal,-1.2306651,109.9594353
kayong utara,RM. SIMPANG AMPEK,4.3,28.0,halal,-1.2618332,109.9565665
kayong utara,RM. SIMPANG TUGU,4.5,15.0,halal,-1.2378136,109.9497205
kayong utara,Rumah Makan Kang Toni,4.1,29.0,halal,-1.2269876,109.9604063
kayong utara,WARUNG MAS GONDRONG FAMILY,4.4,83.0,halal,-1.2353883,109.9498843
kayong utara,WR. Nayla,4.3,48.0,halal,-1.2343108,109.9506697
kayong utara,Waroeng beli beli Lamongan sidu,4.6,10.0,halal,-1.3622434,110.06934
kayong utara,Warung Bakso Pak Gembut,4.2,100.0,halal,-1.3618949,110.0697148
kayong utara,RM Simpang,4.3,38.0,halal,-1.2054225,109.9699697
kayong utara,Bakso Melano,4.2,99.0,halal,-1.1094613,109.9625934
kayong utara,Rumah Makan Afong,4.3,16.0,halal,-1.3624165,110.0694778
kayong utara,Sarapan Pagi Mak Yang,4.7,23.0,halal,-1.245713,109.9512085
kayong utara,Belibelilamongan,4.1,38.0,halal,-1.2377784,109.950339
kayong utara,Rumah Makan Mak Yo,4.1,38.0,halal,-1.2277524,109.9546603
kayong utara,Bakso tetelan SARWO ECO,4.7,35.0,halal,-1.2395924,109.9612922
kayong utara,Bakso Waty,4.5,21.0,halal,-1.2459046,109.9511164
kayong utara,RM Podomoro Sukadana,4.1,37.0,halal,-1.2375819,109.949691
kayong utara,Warung Sate arya,4.0,25.0,halal,-1.1017251,109.9608007
kayong utara,Bakso Rare Sukadana,5.0,25.0,halal,-1.2404289,109.9493405
kayong utara,Martabak jhoni kayong utara,4.5,12.0,non-halal,-1.2402824,109.9493829
kayong utara,Lamongan Mas Bro Dan Martabak,4.0,12.0,non-halal,-1.2389908,109.9494162
kayong utara,Depot Sate Solo Mas Tri,4.5,19.0,halal,-1.2375557,109.9546286
